"Chr"	"Start"	"End"	"Conc"	"Conc_virus"	"Conc_mock"	"Fold"	"p-value"	"FDR"
"18960"	"chr19"	41352442	41352881	5.44	5.81	4.95	0.87	0.00139	0.0461
"29660"	"chr5"	43064910	43065254	5.17	4.7	5.53	-0.83	0.0014	0.0465
"22940"	"chr20"	20465346	20465659	2.99	2.28	3.47	-1.18	0.0014	0.0465
"11089"	"chr14"	31544278	31544458	2.54	1.35	3.18	-1.83	0.0014	0.0465
"13133"	"chr15"	77650343	77650569	3.34	3.78	2.71	1.08	0.00141	0.0466
"1301"	"chr1"	50620648	50620871	3.26	2.65	3.69	-1.04	0.00141	0.0467
"33708"	"chr7"	5704523	5704806	5.31	5.61	4.93	0.69	0.00141	0.0467
"24049"	"chr21"	36966431	36966690	3.53	3.95	2.92	1.04	0.00142	0.0467
"7515"	"chr11"	111996811	111997060	2.53	1.42	3.15	-1.73	0.00142	0.0467
"30779"	"chr5"	145903213	145903425	2.53	1.42	3.15	-1.73	0.00142	0.0467
"25734"	"chr3"	49094525	49094947	4.71	4.25	5.06	-0.81	0.00142	0.0468
"8072"	"chr12"	4855488	4855928	5.31	5.67	4.83	0.84	0.00142	0.0468
"23542"	"chr20"	53594026	53594406	4.15	4.71	3.22	1.49	0.00142	0.0468
"9932"	"chr12"	131132482	131132739	3.57	4.25	2.22	2.03	0.00143	0.0468
"17584"	"chr18"	55096338	55096652	3.24	2.25	3.82	-1.57	0.00143	0.0469
"13745"	"chr16"	3149677	3150124	4.31	3.47	4.84	-1.37	0.00143	0.0469
"14399"	"chr16"	57084090	57084778	6.54	6.79	6.24	0.55	0.00143	0.047
"39010"	"chr9"	137304667	137304997	2.56	1.53	3.16	-1.62	0.00144	0.047
"12810"	"chr15"	64681465	64681766	4.52	3.92	4.95	-1.03	0.00144	0.047
"24196"	"chr21"	45291575	45291902	2.21	1.54	2.66	-1.12	0.00144	0.047
"31900"	"chr6"	32195565	32195932	4.25	4.67	3.67	1	0.00144	0.0471
"36193"	"chr8"	41701702	41702075	6.22	6.53	5.82	0.71	0.00144	0.0471
"5712"	"chr10"	132654420	132655052	6.29	6.64	5.83	0.81	0.00145	0.0472
"35953"	"chr8"	23747867	23748128	4.66	4.16	5.03	-0.87	0.00145	0.0472
"20014"	"chr2"	30239242	30239618	6.3	6.64	5.86	0.78	0.00145	0.0472
"12805"	"chr15"	64153468	64154052	6.85	7.15	6.48	0.67	0.00145	0.0472
"4379"	"chr10"	43105488	43106055	6.34	6.63	5.98	0.65	0.00146	0.0473
"57"	"chr1"	1349654	1350078	5.28	5.66	4.77	0.89	0.00146	0.0473
"27498"	"chr4"	742412	743172	6.12	6.47	5.66	0.82	0.00146	0.0473
"20110"	"chr2"	39593609	39594063	4.5	3.9	4.93	-1.02	0.00146	0.0473
"22279"	"chr2"	222708224	222708584	6.22	6.54	5.8	0.74	0.00146	0.0473
"31339"	"chr5"	181167801	181168163	3.73	4.23	2.97	1.26	0.00146	0.0473
"30871"	"chr5"	150065321	150065569	2.67	3.23	1.73	1.5	0.00146	0.0473
"29413"	"chr5"	14142838	14143122	4.01	4.51	3.24	1.28	0.00146	0.0473
"36007"	"chr8"	27426216	27426542	4.77	4.27	5.14	-0.88	0.00147	0.0473
"20919"	"chr2"	102235558	102235752	3.1	2.35	3.59	-1.24	0.00147	0.0473
"37658"	"chr9"	34500705	34501100	6.44	6.65	6.18	0.47	0.00147	0.0473
"38704"	"chr9"	127955474	127955696	2.45	3.1	1.22	1.88	0.00147	0.0473
"8505"	"chr12"	39765014	39765308	4.52	3.95	4.92	-0.97	0.00147	0.0473
"34913"	"chr7"	106009478	106009878	6.54	6.87	6.11	0.76	0.00147	0.0473
"10324"	"chr13"	45511605	45511910	5.25	5.58	4.82	0.75	0.00147	0.0473
"17857"	"chr19"	857058	857280	5.02	5.57	4.15	1.42	0.00147	0.0473
"15885"	"chr17"	39671980	39672671	4.71	4.24	5.07	-0.83	0.00148	0.0473
"2169"	"chr1"	121097085	121098040	6.18	6.51	5.73	0.78	0.00148	0.0473
"33780"	"chr7"	12685507	12685779	3.12	2.49	3.56	-1.08	0.00148	0.0474
"36397"	"chr8"	66037322	66037592	3.16	1.89	3.82	-1.94	0.00148	0.0474
"5731"	"chr10"	133396737	133396967	2.62	1.85	3.12	-1.27	0.00149	0.0477
"24481"	"chr22"	24133232	24133500	2.95	1.98	3.53	-1.55	0.0015	0.0479
"16008"	"chr17"	42843310	42843686	5.62	5.28	5.89	-0.61	0.0015	0.0479
"21275"	"chr2"	131801666	131802617	6.11	6.44	5.69	0.74	0.0015	0.0479
"8702"	"chr12"	50070449	50071108	6.31	6.59	5.97	0.62	0.00151	0.048
"32854"	"chr6"	113858921	113859503	6	6.3	5.63	0.67	0.00151	0.048
"34563"	"chr7"	80916833	80917057	2.8	1.53	3.47	-1.93	0.00151	0.048
"24762"	"chr22"	37592564	37592863	4.39	4.94	3.48	1.46	0.00152	0.0482
"30713"	"chr5"	141879009	141879695	6.4	6.68	6.06	0.62	0.00152	0.0482
"15327"	"chr17"	9554834	9555110	2.93	1.48	3.64	-2.16	0.00152	0.0482
"39921"	"chrX"	119880905	119881168	3.82	3.02	4.34	-1.32	0.00153	0.0484
"24592"	"chr22"	29772291	29772585	3.89	3.1	4.39	-1.29	0.00153	0.0484
"31432"	"chr6"	3887490	3887790	3.33	2.35	3.91	-1.56	0.00153	0.0485
"24135"	"chr21"	42553514	42553698	2.92	1.7	3.57	-1.88	0.00154	0.0488
"38134"	"chr9"	90915780	90915993	2.66	1.53	3.28	-1.74	0.00155	0.0489
"3174"	"chr1"	201895737	201896234	6.13	6.39	5.83	0.56	0.00155	0.0489
"31022"	"chr5"	159515873	159516125	5.22	5.7	4.5	1.2	0.00155	0.0491
"15467"	"chr17"	18004974	18005269	3.21	2.35	3.74	-1.39	0.00156	0.0491
"6963"	"chr11"	69212036	69212335	3.05	1.93	3.68	-1.75	0.00156	0.0491
"12418"	"chr15"	40323239	40323639	4.68	5.11	4.05	1.07	0.00156	0.0491
"27686"	"chr4"	8274921	8275200	4.76	4.02	5.24	-1.23	0.00156	0.0491
"10975"	"chr14"	23109318	23109563	4.09	2.89	4.74	-1.85	0.00156	0.0491
"14876"	"chr16"	85416344	85416676	5.25	5.61	4.77	0.83	0.00156	0.0492
"23588"	"chr20"	57594306	57594865	5.52	5.9	5	0.91	0.00157	0.0492
"761"	"chr1"	26997513	26998009	5.71	6.01	5.32	0.69	0.00157	0.0494
"9887"	"chr12"	124766989	124767513	6.42	6.74	6.02	0.71	0.00158	0.0494
"12694"	"chr15"	57364659	57364905	2.52	1.48	3.12	-1.64	0.00158	0.0495
"1418"	"chr1"	58546360	58547080	6.37	6.74	5.88	0.86	0.00158	0.0495
"19602"	"chr19"	58606142	58606780	5.1	5.45	4.62	0.84	0.00158	0.0495
"3724"	"chr1"	230120889	230121352	3.88	3.31	4.29	-0.98	0.00158	0.0495
"33537"	"chr6"	168990542	168991780	3	2.28	3.47	-1.19	0.00159	0.0495
"3915"	"chr1"	247936940	247937216	3.69	4.33	2.52	1.81	0.00159	0.0495
"4107"	"chr10"	15439354	15439614	3.54	2.91	3.98	-1.07	0.00159	0.0495
"34950"	"chr7"	108460027	108460285	2.89	1.7	3.53	-1.83	0.00159	0.0495
"36883"	"chr8"	113171803	113172076	4.2	3.47	4.68	-1.21	0.0016	0.0496
"4228"	"chr10"	27360624	27360904	5.36	5.76	4.8	0.97	0.0016	0.0496
"32066"	"chr6"	37485236	37485615	3.27	2.65	3.7	-1.04	0.0016	0.0496
"24201"	"chr21"	45439407	45439890	5.56	5.91	5.11	0.8	0.0016	0.0497
"35335"	"chr7"	140506743	140507000	1.9	1.07	2.43	-1.36	0.00161	0.0498
"14887"	"chr16"	85610490	85611108	6.36	6.64	6.02	0.62	0.00161	0.05
"3889"	"chr1"	245513071	245513326	2.87	1.75	3.49	-1.74	0.00161	0.05
"14416"	"chr16"	57609625	57609828	2.47	1.29	3.11	-1.83	0.00162	0.0502
"10272"	"chr13"	41384861	41385408	3.23	1.7	3.95	-2.26	0.00162	0.0502
"12337"	"chr15"	34358364	34358665	2.46	1.71	2.95	-1.24	0.00163	0.0503
"25825"	"chr3"	52144306	52144781	6.15	6.39	5.86	0.53	0.00163	0.0503
"25358"	"chr3"	21171004	21171273	3.15	1.84	3.83	-1.99	0.00163	0.0504
"14718"	"chr16"	75110608	75110886	3.98	3.31	4.43	-1.12	0.00165	0.0508
"26503"	"chr3"	124492839	124493097	3.87	4.37	3.12	1.25	0.00165	0.0508
"9739"	"chr12"	119695146	119695395	3.08	2.29	3.59	-1.3	0.00166	0.051
"31903"	"chr6"	32413318	32413818	5.81	6.11	5.43	0.68	0.00166	0.051
"2475"	"chr1"	155085897	155086689	6.99	7.28	6.62	0.66	0.00166	0.0511
"15855"	"chr17"	38761685	38762018	3.13	2.17	3.7	-1.52	0.00166	0.0511
"8260"	"chr12"	12916180	12916587	6.19	6.5	5.8	0.69	0.00167	0.0511
"27029"	"chr3"	159266871	159267130	3.23	3.78	2.3	1.48	0.00167	0.0511
"13529"	"chr15"	99076758	99077073	5.31	5.69	4.79	0.91	0.00167	0.0511
"19947"	"chr2"	26577663	26578352	6.45	6.81	5.98	0.83	0.00167	0.0511
"14504"	"chr16"	66751704	66752071	5.82	6.11	5.46	0.65	0.00169	0.0516
"12152"	"chr14"	106883096	106883525	3.98	4.52	3.12	1.4	0.00169	0.0516
"2229"	"chr1"	145927068	145927384	5.01	5.33	4.61	0.71	0.00169	0.0516
"38510"	"chr9"	117487543	117487823	4.07	4.56	3.3	1.26	0.00169	0.0516
"38363"	"chr9"	107484120	107484414	3.48	2.92	3.89	-0.97	0.00169	0.0517
"18005"	"chr19"	3304969	3305246	5.55	5.84	5.18	0.66	0.0017	0.0518
"2653"	"chr1"	160954102	160954588	3.69	2.79	4.24	-1.45	0.0017	0.0518
"11234"	"chr14"	50260523	50261057	4.08	3.12	4.65	-1.53	0.0017	0.0518
"13052"	"chr15"	74726285	74726520	2.54	3.29	0.9	2.39	0.0017	0.0518
"7725"	"chr11"	120934166	120934446	3.54	2.85	4	-1.16	0.00171	0.0519
"38311"	"chr9"	100595683	100595935	5.06	5.46	4.51	0.94	0.00171	0.0519
"713"	"chr1"	25744174	25744434	3.61	2.75	4.15	-1.4	0.00171	0.0519
"40152"	"chrX"	153911047	153911274	3	2.02	3.58	-1.56	0.00171	0.052
"19082"	"chr19"	43759527	43759823	3.42	2.44	4	-1.55	0.00172	0.0521
"37001"	"chr8"	124440406	124440899	5.86	6.13	5.54	0.59	0.00172	0.0521
"6371"	"chr11"	36478799	36479056	3.65	2.56	4.26	-1.7	0.00172	0.0521
"11657"	"chr14"	75306999	75307199	2.32	1.22	2.94	-1.72	0.00172	0.0521
"696"	"chr1"	25486656	25486885	2.59	1.75	3.12	-1.37	0.00172	0.0521
"38599"	"chr9"	124040978	124041574	6.26	6.58	5.84	0.74	0.00173	0.0521
"27163"	"chr3"	172673101	172673496	5.66	6.01	5.2	0.81	0.00173	0.0521
"33139"	"chr6"	136550217	136551021	5.91	6.23	5.48	0.75	0.00173	0.0521
"68"	"chr1"	1550962	1551501	4.11	3.1	4.7	-1.6	0.00174	0.0522
"10881"	"chr14"	20857496	20858081	5.73	6.07	5.29	0.78	0.00174	0.0522
"15263"	"chr17"	7614889	7615260	4.3	4.66	3.83	0.83	0.00174	0.0523
"32184"	"chr6"	43229235	43229813	5.99	6.28	5.63	0.65	0.00175	0.0525
"10740"	"chr13"	105202493	105202757	3.87	3.32	4.28	-0.96	0.00175	0.0525
"35062"	"chr7"	121396200	121396645	6.02	6.32	5.62	0.7	0.00175	0.0525
"21640"	"chr2"	172103896	172104326	5.86	6.15	5.51	0.64	0.00175	0.0526
"26695"	"chr3"	134308401	134308710	6.46	6.73	6.13	0.61	0.00176	0.0526
"25770"	"chr3"	50259860	50260320	6.62	7	6.1	0.91	0.00176	0.0526
"28751"	"chr4"	132227890	132228127	3.76	4.22	3.09	1.14	0.00176	0.0527
"34199"	"chr7"	42186240	42186457	3.07	1.79	3.74	-1.94	0.00176	0.0527
"23461"	"chr20"	49928711	49929027	5.98	6.34	5.51	0.83	0.00176	0.0527
"16189"	"chr17"	48018367	48018957	5.08	4.69	5.39	-0.71	0.00176	0.0527
"30590"	"chr5"	138536704	138536886	2.83	1.66	3.47	-1.81	0.00177	0.0527
"38910"	"chr9"	135087270	135087674	4.43	3.92	4.8	-0.89	0.00177	0.0527
"38932"	"chr9"	136122720	136123496	6.48	6.69	6.22	0.47	0.00177	0.0528
"8258"	"chr12"	12890541	12891000	3.26	2.42	3.79	-1.37	0.00178	0.0528
"38776"	"chr9"	130326808	130327365	2.93	1.84	3.54	-1.7	0.00178	0.0528
"13598"	"chr16"	391809	392136	5.59	4.97	6.02	-1.05	0.00178	0.0528
"36220"	"chr8"	43138994	43139363	3.55	2.34	4.19	-1.85	0.00178	0.0528
"29447"	"chr5"	16489275	16489540	3.79	2.47	4.47	-2	0.00178	0.0528
"23192"	"chr20"	36792506	36792714	3.2	2.54	3.65	-1.1	0.00178	0.0528
"22263"	"chr2"	220105123	220105340	2.72	1.64	3.33	-1.68	0.00178	0.0528
"36331"	"chr8"	58459677	58459910	3.4	2.68	3.88	-1.21	0.00178	0.0528
"7070"	"chr11"	73295285	73295792	6.45	6.73	6.11	0.62	0.00179	0.0529
"15057"	"chr17"	164554	164828	3.13	1.97	3.76	-1.79	0.00179	0.053
"37102"	"chr8"	132057747	132058053	3.19	3.86	1.9	1.97	0.0018	0.0531
"38693"	"chr9"	127784940	127785337	6.16	6.5	5.7	0.8	0.0018	0.0532
"31517"	"chr6"	11044288	11044810	6.04	6.42	5.53	0.89	0.00181	0.0533
"37164"	"chr8"	139646960	139647184	2.3	2.84	1.43	1.41	0.00182	0.0535
"34949"	"chr7"	108452765	108453135	3.73	2.96	4.23	-1.28	0.00182	0.0535
"28556"	"chr4"	112075185	112075495	5.23	5.56	4.8	0.76	0.00182	0.0535
"2839"	"chr1"	172429357	172429728	4.25	3.47	4.76	-1.28	0.00182	0.0535
"22083"	"chr2"	207734309	207734598	3.18	2.42	3.67	-1.26	0.00182	0.0535
"18500"	"chr19"	16080281	16080552	2.49	1.48	3.08	-1.6	0.00182	0.0535
"31947"	"chr6"	33418524	33418721	2.72	3.25	1.87	1.37	0.00182	0.0535
"6295"	"chr11"	32231956	32232239	4.04	3.5	4.43	-0.94	0.00183	0.0537
"24406"	"chr22"	22460789	22461005	3.44	4.2	1.71	2.48	0.00184	0.0539
"19817"	"chr2"	18387429	18388036	6.39	6.59	6.15	0.44	0.00185	0.0541
"20058"	"chr2"	36322219	36322466	3.53	2.89	3.96	-1.07	0.00185	0.0542
"35543"	"chr7"	151754044	151754457	6.28	6.58	5.89	0.69	0.00185	0.0542
"814"	"chr1"	28208932	28209205	4.28	3.68	4.7	-1.02	0.00186	0.0542
"13148"	"chr15"	77959351	77959738	6.45	6.74	6.09	0.65	0.00186	0.0544
"926"	"chr1"	32351101	32351478	5.17	5.49	4.77	0.72	0.00186	0.0544
"5061"	"chr10"	91006300	91006600	5.52	5.95	4.91	1.03	0.00187	0.0544
"30820"	"chr5"	148733644	148733913	4.13	4.57	3.5	1.07	0.00187	0.0544
"28236"	"chr4"	76758372	76758653	5.07	5.52	4.42	1.09	0.00187	0.0546
"29052"	"chr4"	163111664	163111899	2.21	1.22	2.8	-1.58	0.00188	0.0547
"16474"	"chr17"	61409451	61409865	4.8	5.17	4.3	0.86	0.00188	0.0547
"8942"	"chr12"	57008163	57008412	4.05	3.29	4.55	-1.26	0.00188	0.0547
"18502"	"chr19"	16111284	16111732	5.68	6.01	5.26	0.76	0.00189	0.0547
"36438"	"chr8"	70088531	70088917	5.65	5.99	5.21	0.78	0.00189	0.0547
"16183"	"chr17"	47889962	47890440	6.07	6.34	5.74	0.6	0.00189	0.0547
"918"	"chr1"	32133541	32133792	2.9	2.25	3.34	-1.09	0.00189	0.0548
"39175"	"chrX"	12970741	12970947	3	2.29	3.47	-1.18	0.00189	0.0548
"29877"	"chr5"	69364534	69364736	2.78	1.71	3.39	-1.69	0.00189	0.0548
"38157"	"chr9"	92137797	92138504	6.26	6.51	5.95	0.56	0.0019	0.0549
"18010"	"chr19"	3369827	3370068	2.38	1.35	2.97	-1.62	0.0019	0.0549
"8132"	"chr12"	6766788	6767127	5.83	6.16	5.41	0.76	0.0019	0.0549
"15092"	"chr17"	1574043	1574755	6.22	6.48	5.92	0.56	0.00191	0.0549
"1125"	"chr1"	41432681	41433225	6.27	6.56	5.91	0.65	0.00191	0.0549
"19319"	"chr19"	49019570	49019874	3.1	2.06	3.69	-1.63	0.00191	0.0549
"2322"	"chr1"	150272590	150272840	2.37	1.35	2.97	-1.61	0.00191	0.0549
"38229"	"chr9"	96453604	96453935	2.84	1.7	3.47	-1.77	0.00191	0.0549
"32110"	"chr6"	40328702	40328929	2.47	2.97	1.7	1.28	0.00191	0.0549
"21719"	"chr2"	176119004	176119212	2.78	3.35	1.8	1.55	0.00191	0.0549
"21157"	"chr2"	120780400	120780598	1.77	0.99	2.27	-1.29	0.00191	0.0549
"37743"	"chr9"	36995817	36996192	4.34	3.74	4.77	-1.03	0.00191	0.0549
"14650"	"chr16"	70771058	70771474	6.28	6.55	5.95	0.6	0.00192	0.0549
"20914"	"chr2"	102020600	102020932	6.13	6.41	5.78	0.62	0.00192	0.0549
"24015"	"chr21"	34889811	34890412	5.62	6	5.1	0.9	0.00192	0.055
"3137"	"chr1"	200971740	200972432	5.7	6.02	5.29	0.73	0.00192	0.055
"35410"	"chr7"	143395275	143395507	2.75	1.94	3.27	-1.33	0.00192	0.055
"8841"	"chr12"	54005699	54006263	5.93	6.27	5.47	0.8	0.00192	0.055
"15757"	"chr17"	35119771	35120227	6.13	6.4	5.8	0.59	0.00193	0.0551
"2254"	"chr1"	147242415	147243586	6.56	6.87	6.17	0.71	0.00194	0.0552
"9194"	"chr12"	77724431	77724675	3.96	2.86	4.57	-1.71	0.00194	0.0552
"34226"	"chr7"	43954590	43954858	3.92	3.35	4.33	-0.98	0.00194	0.0552
"294"	"chr1"	9615410	9615941	4.79	4.31	5.15	-0.84	0.00194	0.0552
"15978"	"chr17"	42221988	42222482	4.72	4.29	5.06	-0.76	0.00194	0.0552
"26258"	"chr3"	100893633	100893886	4.18	3.67	4.56	-0.89	0.00194	0.0552
"16070"	"chr17"	44345373	44346345	5.31	5.69	4.78	0.91	0.00194	0.0552
"20455"	"chr2"	69012757	69013237	5.45	5.74	5.1	0.63	0.00195	0.0552
"26641"	"chr3"	130002920	130003616	5.35	5.76	4.78	0.99	0.00195	0.0552
"16557"	"chr17"	64649167	64649506	5.27	5.7	4.65	1.05	0.00195	0.0552
"12956"	"chr15"	71114982	71115611	6.72	6.97	6.4	0.57	0.00196	0.0554
"23310"	"chr20"	44056091	44056353	3.66	2.85	4.18	-1.33	0.00196	0.0554
"166"	"chr1"	5975217	5975646	5.3	4.73	5.71	-0.98	0.00196	0.0555
"6813"	"chr11"	65540756	65541363	5.96	6.28	5.56	0.72	0.00197	0.0557
"3582"	"chr1"	222465282	222465736	6.64	6.88	6.34	0.55	0.00197	0.0557
"15117"	"chr17"	2068089	2068365	2.77	1.94	3.3	-1.36	0.00197	0.0557
"34045"	"chr7"	32204445	32204739	3.08	2.25	3.6	-1.35	0.00198	0.0557
"14576"	"chr16"	67865402	67865681	3.11	2.1	3.7	-1.6	0.00198	0.0557
"23365"	"chr20"	45446049	45446297	3.68	2.5	4.32	-1.82	0.00198	0.0557
"12938"	"chr15"	70466960	70467446	4.41	3.83	4.82	-0.99	0.00198	0.0557
"6131"	"chr11"	16788148	16788741	6.44	6.69	6.14	0.55	0.00198	0.0557
"260"	"chr1"	8831387	8831640	2.82	1.7	3.44	-1.75	0.00198	0.0558
"9925"	"chr12"	130761669	130761961	3.3	2.48	3.82	-1.34	0.00199	0.0559
"2021"	"chr1"	112716172	112716721	6.08	6.37	5.73	0.64	0.00199	0.0559
"13292"	"chr15"	84172422	84173118	5.15	5.49	4.7	0.8	0.00199	0.0559
"33077"	"chr6"	132798959	132799319	5.65	5.98	5.21	0.77	0.002	0.056
"24713"	"chr22"	36194916	36195332	4.82	4.2	5.26	-1.06	0.002	0.056
"6780"	"chr11"	64887685	64888346	6.4	6.74	5.95	0.79	0.002	0.056
"26768"	"chr3"	139562175	139562404	2.67	1.64	3.27	-1.63	0.002	0.056
"16832"	"chr17"	76816352	76816865	4.41	3.89	4.8	-0.9	0.00201	0.0561
"34049"	"chr7"	32427753	32427960	2.45	1.48	3.02	-1.55	0.00201	0.0563
"34613"	"chr7"	86914553	86914777	3.01	1.48	3.74	-2.27	0.00202	0.0563
"22168"	"chr2"	216696735	216697029	4.5	3.84	4.94	-1.1	0.00202	0.0564
"30388"	"chr5"	126544169	126544441	4.02	3.21	4.54	-1.33	0.00203	0.0564
"5527"	"chr10"	117496507	117496856	5.86	6.11	5.54	0.57	0.00203	0.0565
"5558"	"chr10"	119445296	119445937	6.34	6.66	5.92	0.73	0.00203	0.0565
"474"	"chr1"	17439641	17439949	3.69	4.21	2.87	1.34	0.00203	0.0565
"14390"	"chr16"	56789500	56789750	2.65	1.59	3.26	-1.67	0.00203	0.0565
"16017"	"chr17"	43171129	43171387	2.99	3.53	2.13	1.4	0.00204	0.0566
"39786"	"chrX"	103817576	103817805	3.86	4.42	2.94	1.48	0.00204	0.0567
"3591"	"chr1"	223133445	223133996	6.1	6.45	5.63	0.82	0.00205	0.0567
"24723"	"chr22"	36569946	36570289	2.99	1.84	3.62	-1.78	0.00205	0.0567
"9322"	"chr12"	92574439	92574692	2.78	1.9	3.32	-1.42	0.00205	0.0568
"38738"	"chr9"	129006557	129007352	6.01	5.74	6.23	-0.49	0.00205	0.0568
"33639"	"chr7"	2477231	2477997	5.52	4.75	6.02	-1.28	0.00205	0.0568
"24938"	"chr22"	43228416	43228662	2.6	1.53	3.2	-1.67	0.00206	0.0568
"1344"	"chr1"	53393362	53393918	5.69	6.01	5.26	0.75	0.00206	0.0569
"7986"	"chr12"	569736	570085	6.05	6.39	5.61	0.79	0.00206	0.0569
"10939"	"chr14"	22375412	22375629	2.92	1.7	3.57	-1.87	0.00207	0.0571
"13036"	"chr15"	74307871	74308350	5.18	4.81	5.47	-0.67	0.00207	0.0571
"13055"	"chr15"	74781745	74782071	5.03	5.41	4.52	0.89	0.00207	0.0571
"32979"	"chr6"	125953115	125953369	3.65	3	4.1	-1.1	0.00208	0.0572
"14625"	"chr16"	69754828	69755176	5.97	6.3	5.55	0.75	0.00208	0.0572
"5643"	"chr10"	125343227	125343492	3.73	3.06	4.18	-1.12	0.00208	0.0572
"7529"	"chr11"	112797998	112798214	2.93	3.52	1.91	1.62	0.00208	0.0572
"21006"	"chr2"	110116277	110116726	4.57	3.89	5.03	-1.14	0.00208	0.0572
"21921"	"chr2"	196432055	196432278	2.95	2.06	3.49	-1.43	0.00209	0.0572
"36561"	"chr8"	85290228	85290445	3.53	2.99	3.92	-0.94	0.00209	0.0572
"34456"	"chr7"	74203167	74203562	4.17	3.2	4.75	-1.56	0.00209	0.0572
"29837"	"chr5"	64784472	64784737	4.85	5.23	4.32	0.91	0.00209	0.0572
"31011"	"chr5"	159049846	159050110	2.75	1.64	3.37	-1.72	0.0021	0.0572
"9388"	"chr12"	96215188	96215522	5.43	5.74	5.04	0.7	0.0021	0.0572
"22368"	"chr2"	230068818	230069093	3.31	2.48	3.83	-1.35	0.0021	0.0572
"13852"	"chr16"	10981785	10982042	2.9	2.22	3.36	-1.14	0.0021	0.0572
"34992"	"chr7"	114422566	114422815	2.35	1.42	2.91	-1.49	0.0021	0.0572
"24953"	"chr22"	43992940	43993480	6.02	6.29	5.69	0.6	0.0021	0.0572
"8140"	"chr12"	6872368	6872921	6.75	7.1	6.3	0.8	0.0021	0.0572
"482"	"chr1"	17606809	17607642	6.12	6.34	5.86	0.49	0.0021	0.0572
"14994"	"chr16"	88663181	88663764	2.55	3.11	1.64	1.47	0.0021	0.0572
"5673"	"chr10"	128211863	128212392	5.63	5.96	5.2	0.76	0.0021	0.0572
"12131"	"chr14"	106170191	106170536	3.12	3.69	2.17	1.51	0.00211	0.0572
"17896"	"chr19"	1401416	1401882	4.86	5.24	4.32	0.92	0.00211	0.0572
"20225"	"chr2"	46656997	46657236	2.94	1.64	3.62	-1.97	0.00211	0.0572
"26626"	"chr3"	129352064	129352345	2.14	1.22	2.7	-1.49	0.00211	0.0572
"16102"	"chr17"	45135068	45135619	6.83	7.17	6.4	0.76	0.00211	0.0572
"4901"	"chr10"	79374444	79374920	5.77	6.1	5.35	0.75	0.00212	0.0573
"15140"	"chr17"	2982936	2983151	2.36	1.29	2.97	-1.69	0.00212	0.0573
"15440"	"chr17"	17388080	17388468	3.01	1.75	3.67	-1.92	0.00212	0.0573
"17170"	"chr18"	9684004	9684320	3.51	2.8	3.99	-1.19	0.00212	0.0573
"16339"	"chr17"	51461579	51461900	4.08	4.77	2.71	2.06	0.00212	0.0573
"14993"	"chr16"	88633591	88633893	3.08	2.14	3.65	-1.5	0.00213	0.0574
"9723"	"chr12"	118376095	118376421	5.93	6.26	5.5	0.76	0.00213	0.0574
"18392"	"chr19"	13033321	13033534	2.45	1.48	3.03	-1.56	0.00213	0.0574
"24185"	"chr21"	44991596	44991904	2.8	1.64	3.43	-1.78	0.00214	0.0575
"20608"	"chr2"	75677343	75677956	6.02	6.3	5.68	0.62	0.00214	0.0575
"18061"	"chr19"	4400350	4400899	6.31	6.6	5.96	0.64	0.00214	0.0575
"17306"	"chr18"	24672650	24672890	2.79	1.75	3.39	-1.64	0.00214	0.0575
"17346"	"chr18"	31555919	31556202	4.78	5.18	4.23	0.96	0.00214	0.0575
"18418"	"chr19"	13589250	13589610	6.34	6.62	5.99	0.63	0.00214	0.0575
"4835"	"chr10"	75230626	75230920	5.67	5.92	5.36	0.56	0.00214	0.0575
"11001"	"chr14"	23929779	23930153	6.08	6.33	5.78	0.55	0.00215	0.0575
"22745"	"chr20"	4072074	4072386	4.25	3.74	4.62	-0.88	0.00215	0.0576
"21923"	"chr2"	196592481	196593213	3.13	1.97	3.76	-1.79	0.00215	0.0577
"31812"	"chr6"	30541462	30541908	6.2	6.44	5.91	0.53	0.00216	0.0577
"16578"	"chr17"	65531685	65532154	2.91	2.06	3.44	-1.37	0.00216	0.0578
"10630"	"chr13"	95191759	95192097	6.08	6.35	5.76	0.59	0.00217	0.0579
"35589"	"chr7"	156949067	156949815	6.35	6.66	5.95	0.71	0.00218	0.058
"34191"	"chr7"	41887002	41887273	2.99	1.89	3.61	-1.72	0.00218	0.058
"15158"	"chr17"	3892325	3892561	1.83	2.34	1.01	1.33	0.00218	0.058
"23382"	"chr20"	46087282	46087524	2.74	1.64	3.36	-1.71	0.00218	0.058
"6754"	"chr11"	64314546	64314747	2.87	2.18	3.33	-1.14	0.00218	0.058
"18550"	"chr19"	17605984	17606418	4.92	5.34	4.34	1	0.00218	0.058
"550"	"chr1"	20367162	20367528	4.38	3.09	5.05	-1.96	0.00218	0.058
"34719"	"chr7"	97928059	97928914	5.94	6.35	5.36	0.99	0.00218	0.058
"33138"	"chr6"	136547443	136547646	3.4	2.47	3.96	-1.49	0.00219	0.058
"19157"	"chr19"	45769958	45770726	6.22	6.52	5.83	0.69	0.00219	0.058
"29598"	"chr5"	38441763	38442055	5.83	6.13	5.45	0.68	0.00219	0.0582
"8655"	"chr12"	49088263	49088752	6.06	6.35	5.69	0.66	0.00219	0.0582
"8214"	"chr12"	9940472	9940680	2.33	1.35	2.9	-1.55	0.0022	0.0582
"18655"	"chr19"	19552578	19553309	4.98	4.53	5.32	-0.79	0.00221	0.0585
